"name","team","sport","event","year"
"Choi Mi-Sun","South Korea","Archery","Archery Women's Team",2016
"Choi Min-Ho","South Korea","Judo","Judo Men's Extra-Lightweight",2008
"Choi Min-Kyung","South Korea","Short Track Speed Skating","Short Track Speed Skating Women's 3,000 metres Relay",2002
"Valdemaras Chomiius","Soviet Union","Basketball","Basketball Men's Basketball",1988
"Maialen Chourraut Yurramendi","Spain","Canoeing","Canoeing Women's Kayak Singles, Slalom",2016
"Lucien Eugne Choury","France","Cycling","Cycling Men's Tandem Sprint, 2,000 metres",1924
"Amy Yuen-Yee Chow (-Ho)","United States","Gymnastics","Gymnastics Women's Team All-Around",1996
"John Hansen Christensen","New Zealand","Hockey","Hockey Men's Hockey",1976
"Joss Christensen","United States","Freestyle Skiing","Freestyle Skiing Men's Slopestyle",2014
"William David ""Billy"" Christian","United States","Ice Hockey","Ice Hockey Men's Ice Hockey",1960
"David William ""Dave"" Christian","United States","Ice Hockey","Ice Hockey Men's Ice Hockey",1980
"Frederick William Christian","Devon and Somerset Wanderers","Cricket","Cricket Men's Cricket",1900
"Roger Allen ""Rog"" Christian","United States","Ice Hockey","Ice Hockey Men's Ice Hockey",1960
"Lauritz Christian Christiansen","Atlanta","Sailing","Sailing Mixed 12 metres",1920
"Mads Christiansen","Denmark","Handball","Handball Men's Handball",2016
"Linford Ecerio Christie","Great Britain","Athletics","Athletics Men's 100 metres",1992
"Otto Lorne Christman","Galt Football Club","Football","Football Men's Football",1904
"Steven Mark ""Steve"" Christoff","United States","Ice Hockey","Ice Hockey Men's Ice Hockey",1980
"Chu Mu-Yen","Chinese Taipei","Taekwondo","Taekwondo Men's Flyweight",2004
"Anatoliy Oleksiyovych Chukanov","Soviet Union","Cycling","Cycling Men's 100 kilometres Team Time Trial",1976
"Vyacheslav Mikhaylovich Chukanov","Soviet Union","Equestrianism","Equestrianism Mixed Jumping, Team",1980
"Viktor Ivanovych Chukarin","Soviet Union","Gymnastics","Gymnastics Men's Individual All-Around",1952
"Viktor Ivanovych Chukarin","Soviet Union","Gymnastics","Gymnastics Men's Team All-Around",1952
"Viktor Ivanovych Chukarin","Soviet Union","Gymnastics","Gymnastics Men's Horse Vault",1952
"Viktor Ivanovych Chukarin","Soviet Union","Gymnastics","Gymnastics Men's Pommelled Horse",1952
"Viktor Ivanovych Chukarin","Soviet Union","Gymnastics","Gymnastics Men's Individual All-Around",1956
"Viktor Ivanovych Chukarin","Soviet Union","Gymnastics","Gymnastics Men's Team All-Around",1956
"Viktor Ivanovych Chukarin","Soviet Union","Gymnastics","Gymnastics Men's Parallel Bars",1956
"Serhiy Oleksiyovych Chukhrai","Soviet Union","Canoeing","Canoeing Men's Kayak Fours, 1,000 metres",1976
"Serhiy Oleksiyovych Chukhrai","Soviet Union","Canoeing","Canoeing Men's Kayak Doubles, 500 metres",1980
"Serhiy Oleksiyovych Chukhrai","Soviet Union","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres",1980
"Clement Chukwu","Nigeria","Athletics","Athletics Men's 4 x 400 metres Relay",2000
"Igor Vladimirovich Chumak","Soviet Union","Handball","Handball Men's Handball",1988
"Igor Vladimirovich Chumak","Unified Team","Handball","Handball Men's Handball",1992
"Owen Porter Churchill","Angelita","Sailing","Sailing Mixed 8 metres",1932
"Oksana Aleksandrovna Chusovitina","Unified Team","Gymnastics","Gymnastics Women's Team All-Around",1992
"Mykola Fedorovych Chuzhykov","Soviet Union","Canoeing","Canoeing Men's Kayak Fours, 1,000 metres",1964
"Zygmunt Chycha","Poland","Boxing","Boxing Men's Welterweight",1952
"Csar Augusto Cielo Filho","Brazil","Swimming","Swimming Men's 50 metres Freestyle",2008
"Teresa Barbara Ciepy-Wieczorek","Poland","Athletics","Athletics Women's 4 x 100 metres Relay",1964
"Hannes Waldemar Cierpinski","East Germany","Athletics","Athletics Men's Marathon",1976
"Hannes Waldemar Cierpinski","East Germany","Athletics","Athletics Men's Marathon",1980
"Marco Cimatti","Italy","Cycling","Cycling Men's Team Pursuit, 4,000 metres",1932
"Gerd Cintl","Germany","Rowing","Rowing Men's Coxed Fours",1960
"Bruno Cipolla","Italy","Rowing","Rowing Men's Coxed Pairs",1968
"Peter M. ""Pete"" Cipollone","United States","Rowing","Rowing Men's Coxed Eights",2004
"Andrea Cipressa","Italy","Fencing","Fencing Men's Foil, Team",1984
"Cheick Sallah Ciss Junior","Cote d'Ivoire","Taekwondo","Taekwondo Men's Welterweight",2016
"Lothar Claesges","Germany","Cycling","Cycling Men's Team Pursuit, 4,000 metres",1964
"Edward ""Ed"" Clancy","Great Britain","Cycling","Cycling Men's Team Pursuit, 4,000 metres",2008
"Edward ""Ed"" Clancy","Great Britain","Cycling","Cycling Men's Team Pursuit, 4,000 metres",2012
"Edward ""Ed"" Clancy","Great Britain","Cycling","Cycling Men's Team Pursuit, 4,000 metres",2016
"Austin Rhone Clapp","United States","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",1928
"Ellery Harding Clark","United States","Athletics","Athletics Men's High Jump",1896
"Ellery Harding Clark","United States","Athletics","Athletics Men's Long Jump",1896
"Emory Wendell Clark, II","United States","Rowing","Rowing Men's Coxed Eights",1964
"Jay Clark, Jr.","United States","Shooting","Shooting Men's Trap, Team",1920
"Kelly Clark","United States","Snowboarding","Snowboarding Women's Halfpipe",2002
"Caroline Archer ""KK"" Clark","United States","Water Polo","Water Polo Women's Water Polo",2016
"Philip Corriston ""Phil"" Clark","United States","Rugby","Rugby Men's Rugby",1924
"Saskia Clark","Great Britain","Sailing","Sailing Women's Two Person Dinghy",2016
"Sherman Rockwell ""Sherm"" Clark","United States","Rowing","Rowing Men's Coxed Eights",1920
"Stephen Edward ""Steve"" Clark","United States","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",1960
"Stephen Edward ""Steve"" Clark","United States","Swimming","Swimming Men's 4 x 100 metres Medley Relay",1960
"Stephen Edward ""Steve"" Clark","United States","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",1964
"Stephen Edward ""Steve"" Clark","United States","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",1964
"Stephen Edward ""Steve"" Clark","United States","Swimming","Swimming Men's 4 x 100 metres Medley Relay",1964
"Joseph ""Joe"" Clarke","Great Britain","Canoeing","Canoeing Men's Kayak Singles, Slalom",2016
"Louis Alfred ""Pinky"" Clarke","United States","Athletics","Athletics Men's 4 x 100 metres Relay",1924
"Eldece Clarke-Lewis","Bahamas","Athletics","Athletics Women's 4 x 100 metres Relay",2000
"Scott Tyler Clary","United States","Swimming","Swimming Men's 200 metres Backstroke",2012
"Vronique Claudel","France","Biathlon","Biathlon Women's 3 x 7.5 kilometres Relay",1992
"Leslie Walter Claudius","India","Hockey","Hockey Men's Hockey",1948
"Leslie Walter Claudius","India","Hockey","Hockey Men's Hockey",1952
"Leslie Walter Claudius","India","Hockey","Hockey Men's Hockey",1956
"Anna Stefanie Nanny Fryland Clausen (-Fryland)","Denmark","Diving","Diving Women's Plain High",1920
"John Richard Clawson","United States","Basketball","Basketball Men's Basketball",1968
"Bryan Ezra Tsumoru Clay","United States","Athletics","Athletics Men's Decathlon",2008
"Cassius Marcellus Clay, Jr.","United States","Boxing","Boxing Men's Light-Heavyweight",1960
"Jacob Clear","Australia","Canoeing","Canoeing Men's Kayak Fours, 1,000 metres",2012
"Robert Barry ""Bobby"" Cleary, Sr.","United States","Ice Hockey","Ice Hockey Men's Ice Hockey",1960
"William John ""Bill"" Cleary, Jr.","United States","Ice Hockey","Ice Hockey Men's Ice Hockey",1960
"Norman Cleaveland","United States","Rugby","Rugby Men's Rugby",1924
"Tammy P. Cleland-McGregor","United States","Synchronized Swimming","Synchronized Swimming Women's Team",1996
"Elspeth Catherine Clement (Swain-, -Denning)","Australia","Hockey","Hockey Women's Hockey",1988
"Kerron Stephon Clement","United States","Athletics","Athletics Men's 4 x 400 metres Relay",2008
"Kerron Stephon Clement","United States","Athletics","Athletics Men's 400 metres Hurdles",2016
"Kyle Clemons","United States","Athletics","Athletics Men's 4 x 400 metres Relay",2016
"Robert John Clift","Great Britain","Hockey","Hockey Men's Hockey",1988
"Lewis Clive","Great Britain","Rowing","Rowing Men's Coxless Pairs",1932
"Edmond Cloetens","Belgium","Archery","Archery Men's Pole Archery, Large Birds, Individual",1920
"Edmond Cloetens","Belgium","Archery","Archery Men's Pole Archery, Small Birds, Team",1920
"Edmond Cloetens","Belgium","Archery","Archery Men's Pole Archery, Large Birds, Team",1920
"Robert Lynn ""Bob"" Clotworthy","United States","Diving","Diving Men's Springboard",1956
"George Cloutier","Winnipeg Shamrocks-1","Lacrosse","Lacrosse Men's Lacrosse",1904
"Lesaw mikiewicz","Poland","Football","Football Men's Football",1972
"Alice Marie Coachman (-Davis)","United States","Athletics","Athletics Women's High Jump",1948
"William Coales","Great Britain","Athletics","Athletics Men's 3 mile, Team",1908
"Barbara Ann Cochran (-Williams)","United States","Alpine Skiing","Alpine Skiing Women's Slalom",1972
"Commodore Shelton ""Com"" Cochran","United States","Athletics","Athletics Men's 4 x 400 metres Relay",1924
"Leroy Braxton ""Roy"" Cochran","United States","Athletics","Athletics Men's 400 metres Hurdles",1948
"Leroy Braxton ""Roy"" Cochran","United States","Athletics","Athletics Men's 4 x 400 metres Relay",1948
"Blair Onslow Cochrane","Cobweb-1","Sailing","Sailing Mixed 8 metres",1908
"William Hastings ""Bill"" Cockburn","Canada","Ice Hockey","Ice Hockey Men's Ice Hockey",1932
"Sebastian Newbold ""Seb"" Coe","Great Britain","Athletics","Athletics Men's 1,500 metres",1980
"Sebastian Newbold ""Seb"" Coe","Great Britain","Athletics","Athletics Men's 1,500 metres",1984
"Thomas Coe","Osborne Swimming Club, Manchester","Water Polo","Water Polo Men's Water Polo",1900
"Edmund Sloane ""Tad"" Coffin","United States","Equestrianism","Equestrianism Mixed Three-Day Event, Individual",1976
"Edmund Sloane ""Tad"" Coffin","United States","Equestrianism","Equestrianism Mixed Three-Day Event, Team",1976
"Veronica Cogeanu-Cochela","Romania","Rowing","Rowing Women's Coxed Eights",1996
"Veronica Cogeanu-Cochela","Romania","Rowing","Rowing Women's Coxed Eights",2000
"Mercedes Coghen Alberdingk-Thijm","Spain","Hockey","Hockey Women's Hockey",1992
"Ottavio Cogliati","Italy","Cycling","Cycling Men's 100 kilometres Team Time Trial",1960
"Nathan Cohen","New Zealand","Rowing","Rowing Men's Double Sculls",2012
"Tiffany Lisa Cohen (-Adams, -Lalonde)","United States","Swimming","Swimming Women's 400 metres Freestyle",1984
"Tiffany Lisa Cohen (-Adams, -Lalonde)","United States","Swimming","Swimming Women's 800 metres Freestyle",1984
"Trevor Ivan Coker","New Zealand","Rowing","Rowing Men's Coxed Eights",1972
"LaTasha Lavon Colander-Richardson (-Clark)","United States","Athletics","Athletics Women's 4 x 400 metres Relay",2000
"Paul Ren Colas","France","Shooting","Shooting Men's Free Rifle, Three Positions, 300 metres",1912
"Paul Ren Colas","France","Shooting","Shooting Men's Military Rifle, Any Position, 600 metres",1912
"Warren Joseph Cole","New Zealand","Rowing","Rowing Men's Coxed Fours",1968
"Georgia V. Coleman (-Gilson)","United States","Diving","Diving Women's Springboard",1932
"Robert Henry Schofield Coleman","Ancora","Sailing","Sailing Mixed 7 metres",1920
"Antonius Theodorus Colenbrander","Netherlands","Equestrianism","Equestrianism Men's Three-Day Event, Team",1924
"Jean Collas","Union des Socits Franais de Sports Athletiques","Rugby","Rugby Men's Rugby",1900
"Ernest John ""Ernie"" Collett","Canada","Ice Hockey","Ice Hockey Men's Ice Hockey",1924
"Rene Colliard (-Feraud)","Switzerland","Alpine Skiing","Alpine Skiing Women's Slalom",1956
"Charles Edgar Collignon","France","Fencing","Fencing Men's epee, Team",1908
"Albric Collin","Belgium","Art Competitions","Art Competitions Mixed Sculpturing",1920
"Andrea Collinelli","Italy","Cycling","Cycling Men's Individual Pursuit, 4,000 metres",1996
"Ross Hounsell Collinge","New Zealand","Rowing","Rowing Men's Coxed Fours",1968
"Zeno Col","Italy","Alpine Skiing","Alpine Skiing Men's Downhill",1952
"Fabricio Coloccini","Argentina","Football","Football Men's Football",2004
"Dario Alonzo Cologna","Switzerland","Cross Country Skiing","Cross Country Skiing Men's 15 kilometres",2010
"Dario Alonzo Cologna","Switzerland","Cross Country Skiing","Cross Country Skiing Men's 15 kilometres",2014
"Dario Alonzo Cologna","Switzerland","Cross Country Skiing","Cross Country Skiing Men's 30 km Skiathlon",2014
"Jrgen Colombo","West Germany","Cycling","Cycling Men's Team Pursuit, 4,000 metres",1972
"Mara Caridad Coln Ruees-Salazar","Cuba","Athletics","Athletics Women's Javelin Throw",1980
"Nadia Elena Comneci (-Conner)","Romania","Gymnastics","Gymnastics Women's Individual All-Around",1976
"Nadia Elena Comneci (-Conner)","Romania","Gymnastics","Gymnastics Women's Uneven Bars",1976
